trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
973,False,"{'a': 0.1215999999999822, 'e': 0.23270121206157107}",20,5,-10.736607767891064,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
974,False,"{'a': 0.1207999999999822, 'e': 0.23235242190149691}",25,11,-24.278795779783287,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
975,False,"{'a': 0.1199999999999822, 'e': 0.23200415453447007}",25,8,17.543087049815373,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
976,False,"{'a': 0.11919999999998221, 'e': 0.23165640917688879}",20,3,-33.93480310400492,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
977,False,"{'a': 0.11839999999998221, 'e': 0.23130918504632592}",25,2,13.11739281114424,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
978,False,"{'a': 0.11759999999998222, 'e': 0.23096248136152697}",20,13,3.515520564384044,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
979,False,"{'a': 0.11679999999998222, 'e': 0.23061629734240849}",20,12,13.991620640534025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.11599999999998223, 'e': 0.23027063221005634}",35,2,16.324601993651243,"{0: 30, 1: 2, 2: 0, 3: 1, 4: 0}",1
981,False,"{'a': 0.11519999999998223, 'e': 0.22992548518672387}",20,0,9.869805304404386,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
982,False,"{'a': 0.11439999999998224, 'e': 0.22958085549582999}",25,12,-89.11337243059624,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 2}",1
983,False,"{'a': 0.11359999999998224, 'e': 0.22923674236195785}",20,10,4.6397791423015,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
984,False,"{'a': 0.11279999999998225, 'e': 0.22889314501085278}",25,19,9.75230774200342,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.11199999999998225, 'e': 0.22855006266942049}",25,7,8.235033866357117,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
986,False,"{'a': 0.11119999999998226, 'e': 0.22820749456572564}",25,15,-4.3050298649643155,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
987,False,"{'a': 0.11039999999998226, 'e': 0.22786543992898983}",20,6,0.2049244782342683,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
988,False,"{'a': 0.10959999999998227, 'e': 0.22752389798959005}",25,15,4.247294429283162,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
989,False,"{'a': 0.10879999999998227, 'e': 0.22718286797905668}",30,8,0.7254796605314116,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
990,False,"{'a': 0.10799999999998228, 'e': 0.22684234913007209}",30,17,26.70729250858884,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.10719999999998228, 'e': 0.22650234067646877}",20,11,14.801383974677123,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.10639999999998229, 'e': 0.22616284185322758}",20,7,17.729862318347575,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.10559999999998229, 'e': 0.22582385189647589}",20,7,2.678246400373063,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
994,False,"{'a': 0.1047999999999823, 'e': 0.22548537004348626}",25,13,24.844575059150802,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.1039999999999823, 'e': 0.22514739553267432}",30,0,-3.3937063374905847,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
996,False,"{'a': 0.1031999999999823, 'e': 0.22480992760359739}",25,2,15.552319402646862,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
997,False,"{'a': 0.10239999999998231, 'e': 0.22447296549695236}",20,0,-73.78026274774685,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
998,False,"{'a': 0.10159999999998232, 'e': 0.22413650845457439}",25,5,33.53570785877098,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.10079999999998232, 'e': 0.22380055571943502}",25,15,8.175781007506437,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.09999999999998233, 'e': 0.22346510653564047}",20,1,-60.854566403160604,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
1,True,"{'a': 0, 'e': 0}",20,8,20.03505758352869,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,6,23.472549798640582,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,11,17.401808593724624,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,12,16.79878832486093,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,7,30.147423878813704,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,17,13.739251015215386,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,9,19.502962094517805,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,10,14.951548026890721,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,15,19.737158029335813,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,4,38.31634876487109,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,0,30.974482207689295,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
12,True,"{'a': 0, 'e': 0}",25,14,22.573304887135308,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,10,19.069494920165887,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,16,5.72503451458524,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,10,17.76043898468228,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",35,21,27.53558151499226,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",30,16,25.027979501852023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",30,8,41.8400515048131,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,13,15.260037689336562,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,15,20.558940389058407,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",25,14,22.186094320154815,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,2,37.74527544328492,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,11,16.165739530745224,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,12,14.228424124311388,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",25,7,36.50453684541453,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",25,16,18.212929411329654,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,14,12.643580323209145,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",20,14,13.104371428183898,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",30,22,14.558190659351887,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,8,22.868033881758418,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",25,6,35.17164025016292,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",20,12,13.150752337966832,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",30,16,26.986984578937893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",30,20,20.26133541016994,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",20,7,25.520853291555177,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",25,15,19.272685500792605,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,12,15.389447860236585,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",20,13,10.871933366646886,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,16,7.0580408422076095,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",25,15,22.088168611876885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",25,17,14.981551602806494,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",25,19,13.140588031233428,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",30,15,29.32183151458512,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",25,18,13.088982815628292,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",25,16,16.705680747033743,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",25,12,28.000913164504343,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",30,17,24.95873861949508,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",30,17,26.95930715296336,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",20,9,24.535002329316594,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",30,16,30.260063827732772,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0, 'e': 0}",25,17,14.759113754914718,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0, 'e': 0}",20,10,18.72043302628777,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",25,18,13.511806266620717,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0, 'e': 0}",20,10,19.202616420906658,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0, 'e': 0}",25,14,19.44294160810041,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0, 'e': 0}",25,11,26.072009502093017,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0, 'e': 0}",20,3,35.054828181062774,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0, 'e': 0}",20,14,12.475847606784413,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0, 'e': 0}",30,12,30.463269553190955,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0, 'e': 0}",35,15,37.309927612835125,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0, 'e': 0}",20,8,19.82501389240859,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0, 'e': 0}",25,16,15.865953437377259,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0, 'e': 0}",20,10,14.339306447247676,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0, 'e': 0}",25,0,33.621103643579005,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0, 'e': 0}",20,8,24.367310938398738,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0, 'e': 0}",30,19,20.618340305187456,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0, 'e': 0}",20,10,18.134359274364655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0, 'e': 0}",20,10,21.445689888163333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0, 'e': 0}",20,6,26.948722550262904,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0, 'e': 0}",20,6,26.03847152662445,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0, 'e': 0}",20,7,20.91996228758054,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'a': 0, 'e': 0}",20,8,22.559577257039052,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0, 'e': 0}",25,8,29.558147278434813,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0, 'e': 0}",20,9,21.26520713274446,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0, 'e': 0}",30,23,9.625673002475974,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0, 'e': 0}",20,5,24.52632160575408,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,True,"{'a': 0, 'e': 0}",30,17,23.12684144397871,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0, 'e': 0}",25,16,20.228016528990167,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0, 'e': 0}",30,13,28.796023785077033,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0, 'e': 0}",20,12,16.159372138259616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0, 'e': 0}",25,11,28.624961141536023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0, 'e': 0}",20,11,17.145026638725657,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0, 'e': 0}",20,0,32.532928096631316,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
84,True,"{'a': 0, 'e': 0}",25,9,29.894724223258105,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0, 'e': 0}",20,12,19.220929741755675,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0, 'e': 0}",30,16,26.42049058516072,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0, 'e': 0}",25,14,19.004775052042664,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'a': 0, 'e': 0}",25,8,32.06309715801533,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0, 'e': 0}",30,19,21.744962027191054,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0, 'e': 0}",25,10,28.08294921865066,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0, 'e': 0}",25,13,20.84997708331095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0, 'e': 0}",20,12,12.715629025727205,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0, 'e': 0}",20,3,29.961307359206934,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'a': 0, 'e': 0}",25,7,31.449557246196445,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'a': 0, 'e': 0}",20,14,11.623227220186452,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'a': 0, 'e': 0}",25,12,28.741074453905938,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'a': 0, 'e': 0}",25,9,29.03253217365423,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0, 'e': 0}",30,12,32.45485613992831,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'a': 0, 'e': 0}",25,8,32.82079838857987,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'a': 0, 'e': 0}",30,0,47.12216710402885,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
