trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
454,False,"{'a': 0.5367999999999896, 'e': 0.50687036419945231}",25,9,-62.2716138499914,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
455,False,"{'a': 0.5359999999999896, 'e': 0.50611062859730516}",25,11,-59.277492411881724,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
456,False,"{'a': 0.5351999999999896, 'e': 0.50535203174428589}",20,0,-25.518655256719352,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
457,False,"{'a': 0.5343999999999896, 'e': 0.50459457193355117}",30,0,-50.693130478317855,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 2}",0
458,False,"{'a': 0.5335999999999895, 'e': 0.50383824746081629}",20,0,-36.20856375687224,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
459,False,"{'a': 0.5327999999999895, 'e': 0.5030830566243506}",35,0,-53.282637806394725,"{0: 27, 1: 4, 2: 3, 3: 0, 4: 1}",0
460,False,"{'a': 0.5319999999999895, 'e': 0.50232899772497475}",20,12,14.283008936133683,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5311999999999895, 'e': 0.50157606906605556}",20,9,-19.340755875742115,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
462,False,"{'a': 0.5303999999999894, 'e': 0.5008242689535034}",20,0,-66.22209549415152,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
463,False,"{'a': 0.5295999999999894, 'e': 0.50007359569576759}",20,16,6.980076380701783,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5287999999999894, 'e': 0.49932404760383325}",30,2,-56.248108418891235,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 1}",1
465,False,"{'a': 0.5279999999999894, 'e': 0.49857562299121655}",25,0,-122.49203846420096,"{0: 19, 1: 1, 2: 0, 3: 3, 4: 2}",0
466,False,"{'a': 0.5271999999999893, 'e': 0.49782832017396195}",35,20,-52.46596190076898,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
467,False,"{'a': 0.5263999999999893, 'e': 0.49708213747063773}",20,0,-4.317833624616474,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
468,False,"{'a': 0.5255999999999893, 'e': 0.49633707320233256}",30,16,14.390687134289012,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.5247999999999893, 'e': 0.49559312569265146}",30,0,-43.05659152268737,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
470,False,"{'a': 0.5239999999999893, 'e': 0.49485029326771229}",25,0,-100.50576598743991,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
471,False,"{'a': 0.5231999999999892, 'e': 0.49410857425614174}",25,14,-2.7827549204801563,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
472,False,"{'a': 0.5223999999999892, 'e': 0.49336796698907165}",30,4,-140.07899089466449,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 3}",1
473,False,"{'a': 0.5215999999999892, 'e': 0.49262846980013547}",20,0,-26.02476579121395,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
474,False,"{'a': 0.5207999999999892, 'e': 0.49189008102546417}",30,10,15.531949829446987,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5199999999999891, 'e': 0.49115279900368269}",20,4,2.13998911026206,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.5191999999999891, 'e': 0.49041662207590614}",20,4,-5.973926149457738,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
477,False,"{'a': 0.5183999999999891, 'e': 0.4896815485857362}",30,12,-51.29020831766819,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
478,False,"{'a': 0.5175999999999891, 'e': 0.48894757687925711}",25,0,-18.447925899112732,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
479,False,"{'a': 0.516799999999989, 'e': 0.48821470530503236}",25,0,-7.000460200797603,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
480,False,"{'a': 0.515999999999989, 'e': 0.48748293221410044}",20,0,-68.221428635917,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
481,False,"{'a': 0.515199999999989, 'e': 0.48675225595997168}",20,2,12.505186605386468,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.514399999999989, 'e': 0.48602267489862416}",20,0,-19.307051844265963,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
483,False,"{'a': 0.513599999999989, 'e': 0.48529418738850022}",20,0,-30.50779206547589,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
484,False,"{'a': 0.5127999999999889, 'e': 0.4845667917905026}",20,0,-83.79262106423366,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
485,False,"{'a': 0.5119999999999889, 'e': 0.48384048646799105}",25,20,10.43014516781332,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5111999999999889, 'e': 0.48311526978677805}",25,0,-24.71277458459224,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
487,False,"{'a': 0.5103999999999889, 'e': 0.48239114011512596}",20,7,-39.963631160050106,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
488,False,"{'a': 0.5095999999999888, 'e': 0.48166809582374259}",30,0,-57.97706676068897,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
489,False,"{'a': 0.5087999999999888, 'e': 0.48094613528577806}",20,0,-55.948866325357876,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
490,False,"{'a': 0.5079999999999888, 'e': 0.48022525687682077}",20,0,-106.1701562267369,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
491,False,"{'a': 0.5071999999999888, 'e': 0.47950545897489411}",20,6,-19.76901267340051,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
492,False,"{'a': 0.5063999999999887, 'e': 0.4787867399604524}",20,0,-57.69727856494481,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
493,False,"{'a': 0.5055999999999887, 'e': 0.47806909821637761}",25,15,10.727845351620187,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5047999999999887, 'e': 0.47735253212797546}",25,3,-58.7678668640937,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
495,False,"{'a': 0.5039999999999887, 'e': 0.47663704008297203}",25,14,-17.16741628108973,"{0: 8, 1: 2, 2: 0, 3: 1, 4: 0}",1
496,False,"{'a': 0.5031999999999887, 'e': 0.47592262047150979}",20,0,-63.27998714863857,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
497,False,"{'a': 0.5023999999999886, 'e': 0.47520927168614446}",20,6,-11.174086752943886,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
498,False,"{'a': 0.5015999999999886, 'e': 0.47449699212184088}",20,0,-33.760585949591636,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
499,False,"{'a': 0.5007999999999886, 'e': 0.47378578017596978}",25,0,11.75553131426721,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
500,False,"{'a': 0.49999999999998856, 'e': 0.4730756342483039}",25,17,-29.320389589890706,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
501,False,"{'a': 0.49919999999998854, 'e': 0.47236655274101474}",20,0,-129.63393949321497,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
502,False,"{'a': 0.4983999999999885, 'e': 0.47165853405866842}",20,8,-3.07352625666085,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
503,False,"{'a': 0.4975999999999885, 'e': 0.47095157660822279}",30,0,-8.047394332235125,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
504,False,"{'a': 0.4967999999999885, 'e': 0.47024567879902318}",25,0,-52.115727913066,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
505,False,"{'a': 0.49599999999998845, 'e': 0.46954083904279931}",20,0,-16.765362348362633,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
506,False,"{'a': 0.4951999999999884, 'e': 0.4688370557536613}",25,5,6.400026690832874,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
507,False,"{'a': 0.4943999999999884, 'e': 0.46813432734809657}",25,3,-45.0958405428452,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
508,False,"{'a': 0.4935999999999884, 'e': 0.46743265224496583}",20,12,1.319658802637579,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
509,False,"{'a': 0.49279999999998836, 'e': 0.46673202886549986}",20,3,14.556956030520666,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.49199999999998834, 'e': 0.46603245563329571}",30,0,-24.85014229529932,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
511,False,"{'a': 0.4911999999999883, 'e': 0.46533393097431341}",20,5,-3.1270888756672433,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
512,False,"{'a': 0.4903999999999883, 'e': 0.46463645331687203}",20,0,-38.262685614676485,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
513,False,"{'a': 0.48959999999998827, 'e': 0.46394002109164673}",25,13,-17.58850337332779,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
514,False,"{'a': 0.48879999999998824, 'e': 0.46324463273166455}",20,10,9.934286775301944,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.4879999999999882, 'e': 0.46255028667230147}",25,1,-46.55404380997512,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 1}",1
516,False,"{'a': 0.4871999999999882, 'e': 0.46185698135127856}",20,3,-12.643781739149398,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
517,False,"{'a': 0.4863999999999882, 'e': 0.46116471520865843}",25,0,-57.36194716619468,"{0: 21, 1: 1, 2: 0, 3: 2, 4: 1}",0
518,False,"{'a': 0.48559999999998815, 'e': 0.46047348668684218}",20,9,-2.7599948778541163,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
519,False,"{'a': 0.48479999999998813, 'e': 0.45978329423056519}",25,17,18.299806416829234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.4839999999999881, 'e': 0.45909413628689422}",25,15,-1.7327460658294127,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
521,False,"{'a': 0.4831999999999881, 'e': 0.45840601130522357}",30,6,-21.983544600642656,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 0}",1
522,False,"{'a': 0.48239999999998806, 'e': 0.45771891773727175}",25,0,-96.81493182623488,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
523,False,"{'a': 0.48159999999998804, 'e': 0.45703285403707788}",20,0,-74.63086631815328,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
524,False,"{'a': 0.480799999999988, 'e': 0.45634781866099849}",25,0,15.421605943257948,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
525,False,"{'a': 0.479999999999988, 'e': 0.45566381006770357}",25,13,16.798994820665207,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.47919999999998797, 'e': 0.45498082671817353}",20,14,11.982024616832595,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.47839999999998795, 'e': 0.45429886707569556}",20,8,-3.3469230267001926,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
528,False,"{'a': 0.4775999999999879, 'e': 0.45361792960586017}",30,0,37.78459500564661,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
529,False,"{'a': 0.4767999999999879, 'e': 0.45293801277655771}",25,5,1.6504911234439694,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
530,False,"{'a': 0.4759999999999879, 'e': 0.45225911505797517}",20,13,-26.755766247460173,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
531,False,"{'a': 0.47519999999998785, 'e': 0.45158123492259222}",25,12,-32.55042115356617,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
532,False,"{'a': 0.47439999999998783, 'e': 0.45090437084517843}",20,3,-58.12182978325271,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
533,False,"{'a': 0.4735999999999878, 'e': 0.45022852130278923}",30,10,-43.54181119182285,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
534,False,"{'a': 0.4727999999999878, 'e': 0.44955368477476293}",25,2,-51.6466217799622,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 0}",1
535,False,"{'a': 0.47199999999998776, 'e': 0.44887985974271699}",30,0,-142.11871070818376,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
536,False,"{'a': 0.47119999999998774, 'e': 0.4482070446905449}",25,0,-1.6885327564948334,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
537,False,"{'a': 0.4703999999999877, 'e': 0.44753523810441237}",20,0,-25.61004777305119,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
538,False,"{'a': 0.4695999999999877, 'e': 0.44686443847275442}",25,0,21.318660918692817,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
539,False,"{'a': 0.46879999999998767, 'e': 0.44619464428627154}",30,14,0.36129913672965563,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
540,False,"{'a': 0.46799999999998765, 'e': 0.44552585403792661}",30,22,3.001272623015993,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
541,False,"{'a': 0.4671999999999876, 'e': 0.44485806622294111}",25,0,9.218473707287783,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
542,False,"{'a': 0.4663999999999876, 'e': 0.44419127933879238}",20,0,-30.805857080584023,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
543,False,"{'a': 0.4655999999999876, 'e': 0.44352549188520951}",20,6,16.36169975504793,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.46479999999998756, 'e': 0.44286070236417052}",20,0,0.1938438728356603,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
545,False,"{'a': 0.46399999999998753, 'e': 0.44219690927989863}",25,11,-14.46452779250984,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
546,False,"{'a': 0.4631999999999875, 'e': 0.44153411113885926}",20,0,-65.86928033085132,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
547,False,"{'a': 0.4623999999999875, 'e': 0.44087230644975611}",20,0,-7.6174554451141105,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
548,False,"{'a': 0.46159999999998746, 'e': 0.44021149372352858}",20,0,1.6258256702352059,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
549,False,"{'a': 0.46079999999998744, 'e': 0.43955167147334756}",20,0,6.430072702976736,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
550,False,"{'a': 0.4599999999999874, 'e': 0.43889283821461283}",30,0,-35.37813315715947,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
551,False,"{'a': 0.4591999999999874, 'e': 0.43823499246494924}",25,6,-58.25276174863959,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
552,False,"{'a': 0.4583999999999874, 'e': 0.4375781327442036}",20,0,-80.60088010262515,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
553,False,"{'a': 0.45759999999998735, 'e': 0.43692225757444114}",35,19,-2.560568641490207,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
554,False,"{'a': 0.4567999999999873, 'e': 0.43626736547994266}",25,11,-81.92021726668058,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 1}",1
555,False,"{'a': 0.4559999999999873, 'e': 0.4356134549872005}",30,8,-12.676060901254207,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
556,False,"{'a': 0.4551999999999873, 'e': 0.43496052462491586}",25,15,-29.388681154332165,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
557,False,"{'a': 0.45439999999998726, 'e': 0.43430857292399516}",25,13,12.403393753572065,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
558,False,"{'a': 0.45359999999998724, 'e': 0.4336575984175467}",25,15,-22.677512126486363,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
559,False,"{'a': 0.4527999999999872, 'e': 0.43300759964087765}",25,8,-62.93066650669935,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
560,False,"{'a': 0.4519999999999872, 'e': 0.43235857513149045}",25,3,-33.0288274264892,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
561,False,"{'a': 0.45119999999998717, 'e': 0.43171052342907973}",25,11,7.516221638876447,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
562,False,"{'a': 0.45039999999998714, 'e': 0.4310634430755288}",25,0,-25.40228992620872,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
563,False,"{'a': 0.4495999999999871, 'e': 0.43041733261490672}",20,4,-15.964202124282387,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
564,False,"{'a': 0.4487999999999871, 'e': 0.42977219059346455}",30,0,-131.65229144532114,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 2}",0
565,False,"{'a': 0.4479999999999871, 'e': 0.42912801555963254}",20,7,-36.84595630378253,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
566,False,"{'a': 0.44719999999998705, 'e': 0.42848480606401657}",30,12,5.2198156816724905,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
567,False,"{'a': 0.44639999999998703, 'e': 0.42784256065939502}",25,13,20.95011855401808,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.445599999999987, 'e': 0.42720127790071544}",25,0,-21.425408053892028,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
569,False,"{'a': 0.444799999999987, 'e': 0.42656095634509139}",25,0,-37.12838752950157,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
570,False,"{'a': 0.44399999999998696, 'e': 0.42592159455179901}",20,10,5.969258059765003,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
571,False,"{'a': 0.44319999999998694, 'e': 0.42528319108227414}",25,5,-30.192808032388374,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
572,False,"{'a': 0.4423999999999869, 'e': 0.42464574450010856}",25,3,20.89260450136175,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
573,False,"{'a': 0.4415999999999869, 'e': 0.42400925337104728}",20,4,-28.497164415322658,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
574,False,"{'a': 0.44079999999998687, 'e': 0.42337371626298498}",20,0,-36.6108042793771,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
575,False,"{'a': 0.43999999999998685, 'e': 0.42273913174596289}",20,0,-18.65015630252829,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
576,False,"{'a': 0.4391999999999868, 'e': 0.42210549839216549}",20,11,7.751108485467526,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.4383999999999868, 'e': 0.42147281477591764}",20,6,-3.7533642781889656,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
578,False,"{'a': 0.4375999999999868, 'e': 0.42084107947368077}",25,0,16.128189284438537,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
579,False,"{'a': 0.43679999999998675, 'e': 0.42021029106405033}",25,0,-6.22094444359078,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
580,False,"{'a': 0.43599999999998673, 'e': 0.41958044812775197}",20,8,3.781278912634013,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.4351999999999867, 'e': 0.418951549247639}",25,0,-34.636067104732476,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
582,False,"{'a': 0.4343999999999867, 'e': 0.41832359300868854}",25,9,-44.86729810693097,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
583,False,"{'a': 0.43359999999998666, 'e': 0.41769657799799886}",20,7,3.5435101679278334,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
584,False,"{'a': 0.43279999999998664, 'e': 0.4170705028047858}",20,3,-2.7790469144415546,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
585,False,"{'a': 0.4319999999999866, 'e': 0.41644536602038013}",20,0,-17.4717706592198,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
586,False,"{'a': 0.4311999999999866, 'e': 0.41582116623822357}",20,0,-28.855182231200132,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
587,False,"{'a': 0.43039999999998657, 'e': 0.41519790205386659}",25,15,7.743369850722139,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.42959999999998655, 'e': 0.41457557206496432}",20,0,-65.31804031523133,"{0: 13, 1: 3, 2: 1, 3: 3, 4: 0}",1
589,False,"{'a': 0.4287999999999865, 'e': 0.41395417487127412}",30,10,26.981735367971922,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.4279999999999865, 'e': 0.413333709074652}",20,0,17.15625241586642,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
591,False,"{'a': 0.4271999999999865, 'e': 0.41271417327904969}",25,10,-47.53831146793377,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
592,False,"{'a': 0.42639999999998646, 'e': 0.41209556609051134}",20,7,-33.55262456410945,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
593,False,"{'a': 0.42559999999998643, 'e': 0.41147788611717057}",20,6,-38.01232441422422,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
594,False,"{'a': 0.4247999999999864, 'e': 0.41086113196924717}",20,14,9.92174113855413,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.4239999999999864, 'e': 0.41024530225904399}",35,25,12.780501915025393,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.42319999999998636, 'e': 0.409630395600944}",30,4,-52.69926155143066,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 1}",1
597,False,"{'a': 0.42239999999998634, 'e': 0.40901641061140692}",20,8,-28.843833611736294,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
598,False,"{'a': 0.4215999999999863, 'e': 0.40840334590896626}",20,0,-68.04866022417505,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
599,False,"{'a': 0.4207999999999863, 'e': 0.4077912001142262}",30,0,-105.76395921154167,"{0: 22, 1: 1, 2: 3, 3: 3, 4: 1}",0
600,False,"{'a': 0.4199999999999863, 'e': 0.40717997184985849}",25,0,-23.402119083528863,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
601,False,"{'a': 0.41919999999998625, 'e': 0.40656965974059911}",20,13,12.870247873447223,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.4183999999999862, 'e': 0.40596026241324573}",25,0,-68.29978499833128,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
603,False,"{'a': 0.4175999999999862, 'e': 0.40535177849665405}",30,12,-7.663871600505993,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
604,False,"{'a': 0.4167999999999862, 'e': 0.40474420662173499}",20,9,-99.21951540494051,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 2}",1
605,False,"{'a': 0.41599999999998616, 'e': 0.40413754542145153}",20,7,-10.80602375108391,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
606,False,"{'a': 0.41519999999998614, 'e': 0.40353179353081586}",20,0,-27.72716111504091,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",0
607,False,"{'a': 0.4143999999999861, 'e': 0.4029269495868858}",20,6,22.298359789927577,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.4135999999999861, 'e': 0.40232301222876232}",30,12,-3.2519963487212005,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
609,False,"{'a': 0.41279999999998607, 'e': 0.40171998009758603}",20,11,15.983009264244936,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.41199999999998604, 'e': 0.40111785183653453}",20,15,8.625133354582326,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.411199999999986, 'e': 0.40051662609081878}",20,5,2.6339981375092174,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
612,False,"{'a': 0.410399999999986, 'e': 0.39991630150768082}",30,0,-114.12131406893077,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
613,False,"{'a': 0.409599999999986, 'e': 0.39931687673638988}",25,2,9.073999412878354,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
614,False,"{'a': 0.40879999999998595, 'e': 0.39871835042824011}",35,0,-63.75783333455923,"{0: 28, 1: 2, 2: 2, 3: 2, 4: 1}",1
615,False,"{'a': 0.40799999999998593, 'e': 0.39812072123654696}",30,6,-36.46281240897765,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 0}",1
616,False,"{'a': 0.4071999999999859, 'e': 0.39752398781664461}",25,13,-0.7870586545405931,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
617,False,"{'a': 0.4063999999999859, 'e': 0.39692814882588251}",20,11,-5.474674375420635,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
618,False,"{'a': 0.40559999999998586, 'e': 0.39633320292362273}",25,0,-140.9631776547269,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
619,False,"{'a': 0.40479999999998584, 'e': 0.39573914877123673}",30,12,-25.99845798333395,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
620,False,"{'a': 0.4039999999999858, 'e': 0.39514598503210241}",20,0,-41.207059016051204,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
621,False,"{'a': 0.4031999999999858, 'e': 0.39455371037160114}",25,9,-26.01929045525599,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
622,False,"{'a': 0.40239999999998577, 'e': 0.39396232345711468}",25,19,8.556060000295156,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.40159999999998575, 'e': 0.39337182295802209}",30,17,-17.14886200328574,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
624,False,"{'a': 0.4007999999999857, 'e': 0.39278220754569726}",25,8,17.924783385619968,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
625,False,"{'a': 0.3999999999999857, 'e': 0.39219347589350501}",20,2,-16.326497232516477,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
626,False,"{'a': 0.3991999999999857, 'e': 0.39160562667679899}",25,0,1.2587779816114895,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
